Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
The Mahjong Huntress,Nintendo Switch,$4.99,True,,,,Forever Entertainment,,Everyone,"Sep 13, 2018",1 player,272 MB,,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-mahjong-huntress-switch,,2019-05-15 08:12:31
The Low Road,Nintendo Switch,$14.99,True,,,,XGen Studios,XGen Studios Inc.,Everyone 10+,"Aug 23, 2018",1 player,4.6 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-low-road-switch,,2019-05-15 08:12:31
The Lost Child,Nintendo Switch,$49.99,True,True,,True,NIS America,,Teen,"Jun 19, 2018",1 player,3.3 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/the-lost-child-switch,http://nisamerica.com/games/the-lost-child/,2019-05-15 08:12:32
The Longest Five Minutes,Nintendo Switch,$39.99,True,True,,,NIS America,,Teen,"Feb 13, 2018",1 player,1.0 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/the-longest-five-minutes-switch,http://www.nisamerica.com/games/longest-five-minutes/,2019-05-15 08:12:32
The Long Reach,Nintendo Switch,$14.99,True,,,,Merge Games,Painted Black Games,Mature,"Mar 15, 2018",1 player,500 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-long-reach-switch,,2019-05-15 08:12:32
The Lion's Song,Nintendo Switch,$9.99,True,,,,Mi'pu'mi Games,Mi'pu'mi Games,Teen,"Jul 10, 2018",1 player,323 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-lions-song-switch,,2019-05-15 08:12:32
The Legend of Zelda: Breath of the Wild - Special Edition,Nintendo Switch,$99.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Mar 03, 2017",1 player,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/the-legend-of-zelda-breath-of-the-wild-special-edition-switch,http://www.zelda.com/breath-of-the-wild,2019-05-15 08:12:33
The Legend of Zelda: Breath of the Wild - Master Edition,Nintendo Switch,$129.99,,True,,True,Nintendo,Nintendo,Everyone 10+,"Mar 03, 2017",1 player,,,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,https://www.nintendo.com/games/detail/the-legend-of-zelda-breath-of-the-wild-master-edition-switch,http://www.zelda.com/breath-of-the-wild,2019-05-15 08:12:33
The Journey Down: Chapter Two,Nintendo Switch,$19.99,True,,,,Blitworks,SkyGoblin,Teen,"Jun 28, 2018",1 player,2.0 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-journey-down-chapter-two-switch,http://www.thejourneydown.com/,2019-05-15 08:12:33
The Journey Down: Chapter Three,Nintendo Switch,$19.99,True,,,,Blitworks,SkyGoblin,Teen,"Jul 05, 2018",1 player,2.0 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-journey-down-chapter-three-switch,http://www.thejourneydown.com/,2019-05-15 08:12:33
The Journey Down: Chapter One,Nintendo Switch,,True,,,,Blitworks,SkyGoblin,Teen,"Jun 21, 2018",1 player,1.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-journey-down-chapter-one-switch,http://www.thejourneydown.com/,2019-05-15 08:12:34
The Jackbox Party Pack 4,Nintendo Switch,$24.99,True,,,,Jackbox Games,Jackbox Games,Teen,"Oct 19, 2017",up to 16 players,1.2 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/the-jackbox-party-pack-4-switch,https://jackboxgames.com/project/jbpp4/,2019-05-15 08:12:34
The Jackbox Party Pack 3,Nintendo Switch,$24.99,True,,,,Jackbox Games,Jackbox Games,Teen,"Apr 13, 2017",up to 8 players,1.6 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/the-jackbox-party-pack-3-switch,https://jackboxgames.com/project/jbpp3/,2019-05-15 08:12:34
The Jackbox Party Pack 2,Nintendo Switch,$24.99,True,,,,Jackbox Games,Jackbox Games,Teen,"Aug 17, 2017",up to 8 players,675 MB,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/the-jackbox-party-pack-2-switch,https://jackboxgames.com/project/jbpp2/,2019-05-15 08:12:34
The Jackbox Party Pack,Nintendo Switch,$24.99,True,,,,Jackbox Games,Jackbox Games,Teen,"Aug 17, 2017",up to 10 players,1.3 GB,,,,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/the-jackbox-party-pack-switch,https://jackboxgames.com/project/jbpp/,2019-05-15 08:12:35
The Inner World - The Last Wind Monk,Nintendo Switch,$14.99,True,,,,Headup Games,Studio Fizbin,Everyone 10+,"Jul 18, 2018",1 player,1.8 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-inner-world-the-last-wind-monk-switch,,2019-05-15 08:12:35
The Inner World,Nintendo Switch,$11.99,True,,,,Headup Games,Studio Fizbin,Teen,"Aug 03, 2018",1 player,1.4 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-inner-world-switch,,2019-05-15 08:12:35
The Infectious Madness of Doctor Dekker,Nintendo Switch,$12.99,True,,,,Wales Interactive Ltd.,D'Avekki Studios,Teen,"Jun 05, 2018",1 player,9.7 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-infectious-madness-of-doctor-dekker-switch,,2019-05-15 08:12:35
The Gardens Between,Nintendo Switch,$19.99,True,,,,The Voxel Agents,The Voxel Agents,Everyone,"Sep 20, 2018",1 player,1.7 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-gardens-between-switch,http://thegardensbetween.com/,2019-05-15 08:12:36
The Flame In The Flood: Complete Edition,Nintendo Switch,$14.99,True,,,,Curve Digital,The Molasses Flood,Teen,"Oct 12, 2017",1 player,1.9 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-flame-in-the-flood-complete-edition-switch,,2019-05-15 08:12:36
The Final Station,Nintendo Switch,$19.99,True,,,,tinyBuild Games,Do My Best,Teen,"Feb 23, 2018",1 player,289 MB,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,True,,,True,,,,,,,https://www.nintendo.com/games/detail/the-final-station-switch,,2019-05-15 08:12:36
The Fall Part 2: Unbound,Nintendo Switch,$16.99,True,,,,Over The Moon,Over The Moon,Teen,"Feb 13, 2018",1 player,901 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,https://www.nintendo.com/games/detail/the-fall-part-2-unbound-switch,,2019-05-15 08:12:37
The Fall,Nintendo Switch,$9.99,True,,,,Over The Moon,Over The Moon,Teen,"May 10, 2018",1 player,541 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-fall-switch,,2019-05-15 08:12:37
The Escapists: Complete Edition,Nintendo Switch,$14.99,True,,,,Team17 Digital Ltd,,Teen,"Sep 25, 2018",1 player,575 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,,,https://www.nintendo.com/games/detail/the-escapists-complete-edition-switch,,2019-05-15 08:12:37
The Escapists 2,Nintendo Switch,$19.99,True,,,True,Team17 Digital Ltd,,Teen,"Jan 11, 2018",up to 4 players,2.9 GB,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,True,,,https://www.nintendo.com/games/detail/the-escapists-2-switch,,2019-05-15 08:12:37
The End Is Nigh,Nintendo Switch,$14.99,True,,,,"Nicalis, Inc.",,Mature,"Dec 12, 2017",1 player,266 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/the-end-is-nigh-switch,https://www.nicalis.com/games/theendisnigh,2019-05-15 08:12:38
The Deer God,Nintendo Switch,$7.99,True,,,,Blowfish Studios,Blowfish Studios,Teen,"Dec 21, 2017",1 player,159 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/the-deer-god-switch,http://www.blowfishstudios.com/game/thedeergod,2019-05-15 08:12:38
The Darkside Detective,Nintendo Switch,$12.99,True,,,,Isometric Dreams,Spooky Doorway,Everyone 10+,"Feb 07, 2018",1 player,1.0 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/the-darkside-detective-switch,,2019-05-15 08:12:38
The Count Lucanor,Nintendo Switch,$13.49,True,,,,Merge Games,Ratalaika Games / Baroque Decay,Teen,"Oct 19, 2017",1 player,386 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/the-count-lucanor-switch,,2019-05-15 08:12:38
The Coma: Recut,Nintendo Switch,$19.99,True,,,,Digerati,Devespresso Games / Stage Clear Studios,Teen,"Dec 21, 2017",1 player,1.3 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,https://www.nintendo.com/games/detail/the-coma-recut-switch,https://www.digerati.games/game/11-the-coma-recut,2019-05-15 08:12:39
