Name,Platform,MSRP,Buy Digital,Buy Physical,Demo Available,DLC Available,Publisher,Developer,ESRB,Release Date,No. of Players,Rom File Size,Switch Online Play,Switch Online Save,Switch Online App,Action,Adventure,Application,Arcade,Board Game,Camera,Casual,Communication,Creature Creator,Dance,Education,Edutainment,Fighting,First-Person,Fishing Game,Fitness,Gambling,Hidden Object,Interactive Theme Park,Lifestyle,Mental Training,Multiplayer,Music,Other,Party,Platformer,Puzzle,Racing,Role-Playing,Shooter,Simulation,Sports,Strategy,Trivia,Undefined,Store Link,Official Site,Time Data Retrieved (UTC)
Stern Pinball Arcade,Nintendo Switch,$0.00,True,,,True,Farsight Studios,Farsight Studios,Teen,"Dec 12, 2017",1 player,1.6 GB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/stern-pinball-arcade-switch,,2019-05-15 08:12:54
Steredenn: Binary Stars,Nintendo Switch,$12.99,True,,,,Plug In Digital,Pixelnest,Everyone 10+,"Mar 08, 2018",up to 2 players,600 MB,,,,,,,True,,,,,,,,,True,True,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/steredenn-binary-stars-switch,,2019-05-15 08:12:54
SteamWorld Heist: Ultimate Edition,Nintendo Switch,$19.99,True,,,,Image & Form International AB,Image & Form International AB,Everyone 10+,"Dec 28, 2017",1 player,198 MB,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,True,,,,True,,,https://www.nintendo.com/games/detail/steamworld-heist-ultimate-edition-switch,http://imageform.se/game/steamworld-heist/,2019-05-15 08:12:55
SteamWorld Dig 2,Nintendo Switch,$19.99,True,,,,Image & Form International AB,Image & Form International AB,Everyone 10+,"Sep 21, 2017",1 player,269 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/steamworld-dig-2-switch,http://imageform.se/game/steamworld-dig-2/,2019-05-15 08:12:55
SteamWorld Dig,Nintendo Switch,$9.99,True,,,,Image & Form International AB,Image & Form International AB,Everyone 10+,"Feb 01, 2018",1 player,96 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/steamworld-dig-switch,http://imageform.se/game/steamworld-dig/,2019-05-15 08:12:55
STAY,Nintendo Switch,$11.99,True,,,,Pqube,Appnormals Team,Mature,"Sep 12, 2018",1 player,689 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,https://www.nintendo.com/games/detail/stay-switch,http://pqube.co.uk/stay/,2019-05-15 08:12:55
State of Mind,Nintendo Switch,$39.99,True,True,,,Daedalic GmbH,Daedalic Entertainment,Mature,"Aug 15, 2018",1 player,7.2 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/state-of-mind-switch,,2019-05-15 08:12:56
State of Anarchy: Master of Mayhem,Nintendo Switch,$7.99,True,,,,Sometimes You,Sometimes You,Everyone 10+,"Aug 01, 2018",1 player,429 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/state-of-anarchy-master-of-mayhem-switch,,2019-05-15 08:12:56
STARSHIP AVENGER Operation: Take Back Earth,Nintendo Switch,$4.99,True,,,,Tom Create,TOMCREATE,Everyone,"Jul 19, 2018",1 player,123 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,https://www.nintendo.com/games/detail/starship-avenger-operation-take-back-earth-switch,,2019-05-15 08:12:56
Stardew Valley,Nintendo Switch,$14.99,True,,,,Chucklefish LTD,ConcernedApe,Everyone 10+,"Oct 05, 2017",up to 4 players,1.4 GB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,https://www.nintendo.com/games/detail/stardew-valley-switch,http://stardewvalley.net/,2019-05-15 08:12:56
Star Story: The Horizon Escape,Nintendo Switch,$9.99,True,,,,Forever Entertainment,,Everyone 10+,"Jul 12, 2018",1 player,2.5 GB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/star-story-the-horizon-escape-switch,,2019-05-15 08:12:57
Star Ghost,Nintendo Switch,$8.99,True,,True,,Rainy Frog,Squarehead Studios / Four Horses,Everyone,"Nov 30, 2017",1 player,180 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/star-ghost-switch,,2019-05-15 08:12:57
Squids Odyssey,Nintendo Switch,$14.99,True,,,,The Game Bakers,The Game Bakers,Everyone,"Jul 05, 2018",1 player,337 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,https://www.nintendo.com/games/detail/squids-odyssey-switch,https://www.thegamebakers.com/press/sheet.php?p=squids_odyssey,2019-05-15 08:12:57
Squareboy vs Bullies: Arena Edition,Nintendo Switch,$4.99,True,,True,,Ratalaika Games,Ratalaika Games S.L. / Rohan Narang,Everyone,"Oct 12, 2017",up to 2 players,109 MB,,,,True,,,True,,,,,,,,,True,,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/squareboy-vs-bullies-arena-edition-switch,http://www.ratalaikagames.com/games/squareboy.php,2019-05-15 08:12:57
Spy Chameleon,Nintendo Switch,$7.99,True,,,,Unfinished Pixel,,Everyone,"Mar 09, 2018",1 player,479 MB,,,,,True,,True,,,,,,,,,,,,,,,,,,,,True,,,True,,,,,,,,,https://www.nintendo.com/games/detail/spy-chameleon-switch,,2019-05-15 08:12:58
Spot The Difference,Nintendo Switch,$9.99,True,,,,Sabec,,Everyone,"Feb 26, 2018",up to 2 players,121 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/spot-the-difference-switch,,2019-05-15 08:12:58
Splitter Critters,Nintendo Switch,$6.99,True,,,,RAC7,,Everyone,"Apr 18, 2018",1 player,146 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/splitter-critters-switch,,2019-05-15 08:12:58
Splat the Fruit,Nintendo Switch,$9.99,True,,,,West Coast Software,West Coast Software,Everyone,"Apr 06, 2018",1 player,178 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,True,,,https://www.nintendo.com/games/detail/splat-the-fruit-switch,,2019-05-15 08:12:59
Splasher,Nintendo Switch,$14.99,True,,,,Plug In Digital,,Teen,"Oct 26, 2017",1 player,1.6 GB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/splasher-switch,,2019-05-15 08:12:59
SpiritSphere DX,Nintendo Switch,$10.00,True,,,,Fabraz,Eendhoorn,Everyone,"Jul 02, 2018",up to 4 players,331 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/spiritsphere-dx-switch,http://www.spiritspheregame.com/,2019-05-15 08:12:59
Spiral Splatter,Nintendo Switch,$4.99,True,,,,Sometimes You,Sometimes You,Everyone,"Mar 13, 2018",1 player,179 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,True,,,,,,,,,https://www.nintendo.com/games/detail/spiral-splatter-switch,,2019-05-15 08:12:59
Spider Solitaire F,Nintendo Switch,$5.00,True,,,,Flyhigh Works,,Everyone,"Sep 13, 2018",1 player,88 MB,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/spider-solitaire-f-switch,,2019-05-15 08:13:00
Spheroids,Nintendo Switch,$7.99,True,,,,Eclipse Games,Eclipse Games,Everyone,"Jul 20, 2018",1 player,399 MB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/spheroids-switch,,2019-05-15 08:13:00
Spelunker Party!,Nintendo Switch,$29.99,True,,True,,Square Enix,"Tozai Games, Inc.",Everyone,"Oct 19, 2017",up to 4 players,3.3 GB,True,True,,True,True,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,https://www.nintendo.com/games/detail/spelunker-party-switch,,2019-05-15 08:13:00
Spellspire,Nintendo Switch,$9.99,True,,,,10tons,10tons Ltd,Everyone 10+,"Nov 09, 2017",1 player,49 MB,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,True,,True,,,,,,,https://www.nintendo.com/games/detail/spellspire-switch,,2019-05-15 08:13:01
Speed Brawl,Nintendo Switch,$19.99,True,,,,Kongregate,Double Stallion,Teen,"Sep 18, 2018",up to 2 players,2.2 GB,True,True,,True,,,True,,,,,,,,,True,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/speed-brawl-switch,http://speedbrawl.com/,2019-05-15 08:13:01
Spectrum,Nintendo Switch,$11.99,True,,,,Digerati,,Everyone,"Aug 20, 2018",up to 2 players,520 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/spectrum-switch,https://www.digerati.games/game/19-spectrum,2019-05-15 08:13:01
Spartan,Nintendo Switch,$11.99,True,,,,Sinister Cyclops,,Everyone 10+,"Apr 01, 2018",1 player,1.3 GB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/spartan-switch,,2019-05-15 08:13:01
Sparkle ZERO,Nintendo Switch,$4.99,True,,,,Forever Entertainment,,Everyone,"Apr 26, 2018",1 player,119 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/sparkle-zero-switch,,2019-05-15 08:13:02
Sparkle Unleashed,Nintendo Switch,$7.99,True,,,,10tons,10tons Ltd,Everyone,"Dec 25, 2017",1 player,117 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/sparkle-unleashed-switch,,2019-05-15 08:13:02
Sparkle 3 Genesis,Nintendo Switch,$4.99,True,,,,Forever Entertainment,,Everyone,"Mar 15, 2018",1 player,284 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/sparkle-3-genesis-switch,,2019-05-15 08:13:02
Sparkle 2 EVO,Nintendo Switch,$4.49,True,,,,Forever Entertainment,Forever Entertainment,Everyone,"Nov 02, 2017",1 player,475 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/sparkle-2-evo-switch,,2019-05-15 08:13:02
Sparkle 2,Nintendo Switch,$7.99,True,,,,10tons,10tons Ltd,Everyone,"Sep 28, 2017",1 player,110 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/sparkle-2-switch,,2019-05-15 08:13:03
Spacecats with Lasers,Nintendo Switch,$4.99,True,,,,Bitten Toast Games,Bitten Toast Games Inc.,Everyone,"Feb 22, 2018",1 player,312 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/spacecats-with-lasers-switch,,2019-05-15 08:13:03
Space Ribbon,Nintendo Switch,$14.99,True,,,,Onteca,Onteca Ltd,Everyone,"Aug 24, 2018",up to 4 players,271 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,,https://www.nintendo.com/games/detail/space-ribbon-switch,,2019-05-15 08:13:03
Space Dave,Nintendo Switch,$9.99,True,,,,Choice Provisions,Choice Provisions,Everyone,"Jan 25, 2018",up to 2 players,71 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/space-dave-switch,http://www.totallychoice.com/games/space-dave,2019-05-15 08:13:04
South Park: The Stick of Truth,Nintendo Switch,$29.99,True,,,,Ubisoft,,Mature,"Sep 25, 2018",1 player,5.5 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,https://www.nintendo.com/games/detail/south-park-the-stick-of-truth-switch,,2019-05-15 08:13:04
South Park: The Fractured But Whole,Nintendo Switch,,True,True,,True,Ubisoft,Ubisoft Studio SF,Mature,"Apr 24, 2018",1 player,20.1 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,True,,,https://www.nintendo.com/games/detail/south-park-the-fractured-but-whole-switch,,2019-05-15 08:13:04
Soulblight,Nintendo Switch,$14.99,True,,,,My Next Games,My Next Games,Teen,"Oct 04, 2018",1 player,837 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/soulblight-switch,,2019-05-15 08:13:05
Sonic Mania,Nintendo Switch,$19.99,True,True,,True,Sega,Christian Whitehead,Everyone,"Aug 15, 2017",up to 2 players,390 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,True,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/sonic-mania-switch,http://www.sonicthehedgehog.com/sonicmania,2019-05-15 08:13:05
Sonic Forces,Nintendo Switch,$39.99,True,True,,True,Sega,Sonic Team,Everyone 10+,"Nov 07, 2017",1 player,6.6 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/sonic-forces-switch,,2019-05-15 08:13:05
Songbringer,Nintendo Switch,$19.99,True,,,True,Double Eleven,Wizard Fu Studios,Teen,"May 31, 2018",up to 2 players,1.1 GB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/songbringer-switch,,2019-05-15 08:13:05
Son of a Witch,Nintendo Switch,$14.99,True,,,,Bigosaur,Bigosaur,Teen,"Sep 04, 2018",up to 4 players,498 MB,,,,True,,,,,,,,,,,,True,,,,,,,,,True,,,True,,,,,,,,,,,https://www.nintendo.com/games/detail/son-of-a-witch-switch,,2019-05-15 08:13:06
"Soldam: Drop, Connect, Erase",Nintendo Switch,$29.99,True,True,,,Dispatch Games,City Connection,Everyone,"Sep 20, 2017",up to 2 players,650 MB,True,True,,,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/soldam-drop-connect-erase-switch,http://www.dispatchgames.com/,2019-05-15 08:13:06
SOL DIVIDE -SWORD OF DARKNESS- for Nintendo Switch,Nintendo Switch,$7.99,True,,,,Zerodiv,,Everyone 10+,"Mar 22, 2018",up to 2 players,80 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/sol-divide-sword-of-darkness-for-nintendo-switch,,2019-05-15 08:13:06
Soccer Slammers,Nintendo Switch,$9.99,True,,,,Atooi,Atooi,Everyone,"Jun 14, 2018",up to 4 players,262 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,https://www.nintendo.com/games/detail/soccer-slammers-switch,https://www.atooi.com/soccerslammers,2019-05-15 08:13:06
Snow Moto Racing Freedom,Nintendo Switch,$39.99,True,True,,,Bigben Interactive,,Everyone,"Apr 27, 2018",up to 8 players,2.0 GB,True,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,https://www.nintendo.com/games/detail/snow-moto-racing-freedom-switch,,2019-05-15 08:13:07
SNK HEROINES ~Tag Team Frenzy~,Nintendo Switch,$49.99,True,True,,True,NIS America,Abstraction Games,Teen,"Sep 07, 2018",up to 8 players,15.0 GB,True,True,,True,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/snk-heroines-tag-team-frenzy-switch,https://nisamerica.com/games/snk-heroines/,2019-05-15 08:13:07
"Snipperclips Plus - Cut it out, together!",Nintendo Switch,$29.99,,True,,True,Nintendo,SFB Games,Everyone,"Nov 10, 2017",up to 4 players,,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/snipperclips-plus-switch,,2019-05-15 08:13:07
"Snipperclips - Cut it out, together!",Nintendo Switch,$19.99,True,,True,True,Nintendo,SFB Games,Everyone,"Mar 03, 2017",up to 4 players,1.5 GB,,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/snipperclips-switch,,2019-05-15 08:13:07
Snake vs Snake,Nintendo Switch,$3.99,True,,,,Casual Games,CasualGames.nu,Everyone,"Sep 26, 2018",up to 4 players,160 MB,,,,True,,,True,,,True,,,,,,,,,,,,,,,,,True,True,,,,,,,,,,,https://www.nintendo.com/games/detail/snake-vs-snake-switch,http://hello.casualgames.nu/portfolio/snake-vs-snake/,2019-05-15 08:13:08
Snake Pass,Nintendo Switch,$19.99,True,,,,Curve Digital,Sumo Digital,Everyone,"Mar 28, 2017",1 player,4.3 GB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/snake-pass-switch,http://www.snake-pass.com/,2019-05-15 08:13:08
Smoke And Sacrifice,Nintendo Switch,$19.99,True,,,,Curve Digital,Solar Sail Games,Teen,"May 31, 2018",1 player,1.0 GB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/smoke-and-sacrifice-switch,,2019-05-15 08:13:08
Sling Ming,Nintendo Switch,$11.99,True,,,,Good Night Brave Warrior,,Everyone,"Apr 05, 2018",1 player,286 MB,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,,,,,,https://www.nintendo.com/games/detail/sling-ming-switch,,2019-05-15 08:13:09
Slime-san,Nintendo Switch,$11.99,True,,True,,Fabraz,Fabraz,Everyone,"Aug 03, 2017",up to 2 players,1.5 GB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/slime-san-switch,,2019-05-15 08:13:09
"Slice, Dice & Rice",Nintendo Switch,$17.99,True,,,,"Arc System Works Co., Ltd.",,Mature,"Sep 06, 2018",up to 8 players,1.1 GB,True,True,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/slice-dice-and-rice-switch,http://www.arcsystemworks.jp/zanzanzan/en/index.html,2019-05-15 08:13:10
Sleep Tight,Nintendo Switch,$14.99,True,,,,We Are Fuzzy,We Are Fuzzy,Everyone 10+,"Jul 26, 2018",1 player,1.6 GB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/sleep-tight-switch,http://www.sleeptightgame.com/,2019-05-15 08:13:10
Slayaway Camp: Butcher's Cut,Nintendo Switch,$14.99,True,,,,Digerati,,Mature,"Mar 22, 2018",1 player,394 MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,https://www.nintendo.com/games/detail/slayaway-camp-butchers-cut-switch,https://www.digerati.games/game/1-slayaway-camp-butchers-cut,2019-05-15 08:13:10
Slam Land,Nintendo Switch,$7.99,True,,,,Bread Machine,Bread Machine,Everyone 10+,"Aug 07, 2018",up to 4 players,828 MB,,,,True,,,,,,,,,,,,True,,,,,,,,,,,,True,,,,,,,True,,,,https://www.nintendo.com/games/detail/slam-land-switch,https://breadmachinegames.com/slamland/,2019-05-15 08:13:11
Slain: Back From Hell,Nintendo Switch,$19.99,True,,,,Digerati,Andrew Gilmour / Stage Clear Studios,Mature,"Dec 07, 2017",1 player,344 MB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/slain-back-from-hell-switch,https://www.digerati.games/game/13-slain-back-from-hell,2019-05-15 08:13:11
SKYPEACE,Nintendo Switch,$0.99,True,,,,"Sonic Powered Co.,Ltd.",Sonic Powered,Everyone,"Apr 26, 2018",1 player,904 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skypeace-switch,,2019-05-15 08:13:11
SKYLANDERS® IMAGINATORS,Nintendo Switch,$59.99,True,True,,,Activision,Toys For Bob,Everyone 10+,"Mar 03, 2017",up to 2 players,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skylanders-imaginators-switch,http://www.skylanders.com/,2019-05-15 08:13:11
Sky Rogue,Nintendo Switch,$19.99,True,,,,Fractal Phase,Fractal Phase,Everyone 10+,"Apr 26, 2018",up to 2 players,341 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/sky-rogue-switch,,2019-05-15 08:13:12
Sky Ride,Nintendo Switch,$7.00,True,,,,MUTAN,MUTAN INC.,Everyone 10+,"Aug 17, 2017",1 player,347 MB,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/sky-ride-switch,,2019-05-15 08:13:12
Sky Gamblers: Storm Raiders,Nintendo Switch,$9.99,True,,,,Atypical Games,Atypical Games,Teen,"Aug 23, 2018",up to 16 players,624 MB,True,True,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,https://www.nintendo.com/games/detail/sky-gamblers-storm-raiders-switch,,2019-05-15 08:13:12
Sky Force Reloaded,Nintendo Switch,$9.99,True,,,,Infinite Dreams Inc.,Infinite Dreams,Everyone 10+,"Feb 01, 2018",up to 2 players,1.3 GB,,,,True,,,True,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/sky-force-reloaded-switch,,2019-05-15 08:13:12
Skies of Fury DX,Nintendo Switch,$19.99,True,,,,IlluminationGames,Seed Interactive,Everyone 10+,"Apr 12, 2018",up to 4 players,500 MB,,,,True,,,True,,,,,,,,,,True,,,,,,,,True,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/skies-of-fury-dx-switch,,2019-05-15 08:13:13
Skee-Ball,Nintendo Switch,$19.99,True,,,,Ocean Media,,Everyone,"Apr 19, 2018",up to 2 players,120 MB,,,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,True,True,,,,https://www.nintendo.com/games/detail/skee-ball-switch,,2019-05-15 08:13:13
Sine Mora EX,Nintendo Switch,$29.99,True,,,,THQ Nordic,Digital Reality / Grasshopper Manufacture,Mature,"Sep 26, 2017",up to 2 players,1011 MB,,,,True,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/sine-mora-ex-switch,,2019-05-15 08:13:13
SilverStarChess,Nintendo Switch,$5.99,True,,,,SILVERSTAR,,Everyone,"May 10, 2018",2 players alternating,191 MB,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/silverstarchess-switch,,2019-05-15 08:13:14
Sigi - A Fart for Melusina,Nintendo Switch,$4.99,True,,,,Sometimes You,Sometimes You,Teen,"Sep 07, 2018",1 player,151 MB,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/sigi-a-fart-for-melusina-switch,,2019-05-15 08:13:14
Siegecraft Commander,Nintendo Switch,$19.99,True,,,,Blowfish Studios,Blowfish Studios,Everyone 10+,"Sep 19, 2018",up to 4 players,1.2 GB,True,True,,True,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,True,,,https://www.nintendo.com/games/detail/siegecraft-commander-switch,,2019-05-15 08:13:14
Shut Eye,Nintendo Switch,$3.99,True,,,,Forever Entertainment,,Teen,"Aug 09, 2018",1 player,153 MB,,,,,,,True,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,https://www.nintendo.com/games/detail/shut-eye-switch,,2019-05-15 08:13:14
Shu,Nintendo Switch,$9.99,True,,,,Coatsink Software,Coatsink Software,Everyone,"Jan 23, 2018",1 player,3.1 GB,,,,True,True,,True,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/shu-switch,,2019-05-15 08:13:15
Shovel Knight: Treasure Trove,Nintendo Switch,$24.99,True,,,,Yacht Club Games,Yacht Club Games,Everyone,"Mar 03, 2017",up to 2 players,188 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/shovel-knight-treasure-trove-switch,,2019-05-15 08:13:15
Shovel Knight: Specter of Torment,Nintendo Switch,$9.99,True,,,,Yacht Club Games,Yacht Club Games,Everyone,"Mar 03, 2017",1 player,186 MB,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/shovel-knight-specter-of-torment-switch,,2019-05-15 08:13:16
Shio,Nintendo Switch,$12.99,True,,,,Coconut Island Games,Coconut Island Games,Everyone,"Aug 23, 2018",1 player,2.1 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,https://www.nintendo.com/games/detail/shio-switch,,2019-05-15 08:13:16
Shining Resonance Refrain,Nintendo Switch,$49.99,True,True,True,True,Sega,Sega,Teen,"Jul 10, 2018",1 player,6.6 GB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,https://www.nintendo.com/games/detail/shining-resonance-refrain-switch,,2019-05-15 08:13:16
Shikhondo - Soul Eater,Nintendo Switch,$13.99,True,,,,Digerati,,Teen,"Sep 06, 2018",up to 2 players,394 MB,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.nintendo.com/games/detail/shikhondo-soul-eater-switch,https://www.digerati.games/game/28-shikhondo-soul-eater,2019-05-15 08:13:17
